respno,refnumb,casenumb,country,v5,identity,supdem,supold,supnow,supfut,rejone,rejtrd,rejmil,rejdic,rejexp,dmpext,dmpsat,dmpvot,dmpsay,defnew,defjug,defele,spamar,spafee,sparet,spaprv,sapknw,sapmin,sapsat,occup,gender,age,educ,unemp,urbrur,medrad,medtv,mednew,povfoo,povwat,povhth,povelc,povinc,hltmen,aidexp,demoe1,demoe2,demoe3,demmaj,demspc,demele,demmpd,demnec,dememp,demedu,demgap,marsuc,marjob,marear,marrsk,marhse,marcdt,marcom,marsch,maremp,marcrm,sctrust,scint,scdsc,scund,sckloc,sckmp,sckfin,sckvp,nidprd,nidchl,gidprd,gidchl,gidbes,gidstr,pfesol,pfeemp,pfeprc,pfegap,pfenow,pfepas,pfefut,pfeerd,pfegrp,pfrsay,pfrass,pfrvot,pfreql,pfrele,pfrgpt,pfrfai,pfrall,pfrgpr,pfpcrm,pfpsaf,pfpcr1,pfpcr2,pfpcr3,pfpcr4,pfpcr5,trspre,trspol,trscts,trsarm,trsnec,trsbrd,pfgpre,pfgmp,pfgloc,pfgedu,pfghlt,pfghiv,mip1,mip2,legcon,leggov,memrel,memdev,membus,memlab,pidcls,pidwin,parvot,parcom,pariss,parral,parcam,parlet,pardem,parctg,parcti,xstronld,withinwt,acrosswt,combinwt,africawt,afcombwt,race,language,party,area,urbrur_original,urbrur_sample,region,locationlevel1,locationlevel2,townvill,eanumb,uniqueea,geoname_id,precision_code,place_name,latitude,longitude,location_type_code,geoname_adm_code,geoname_adm_name,location_class,geographic_exactness;
ZIM2098,2098,921ZIM,ZIM,12,6,1,99,99,99,1,1,1,2,5,0,4,4,1,1,1,1,4,4,4,4,1,4,2,12,2,36,3,0,99,5,5,5,0,0,0,0,0,0,1,4,0,0,1,1,1,1,1,1,4,4,1,1,1,4,4,1,4,4,4,4,2,2,0,1,9,9,1,1,5,5,5,5,2,4,3,2,1,99,1,1,1,5,5,4,4,4,3,1,5,4,1,63,1,2,99,1,1,2,1,1,1,2,3,1,3,1,1,2,3,3,99,9,19,1,3,1,0,0,0,1,0,1,0,4,0,0,2,4,0,0,4,1,1,1,.73587143,.73587143,1,18,14,23,Urban,,Harare,Greendale,Geendale,Harare,#NULL!,2797,890298,3,Harare District,-17.812799,31.06864,ADM2,6295630|6255146|ZW|10|890298,Earth|Africa|Zimbabwe|Harare|Harare District,1,1;
ZIM2099,2099,922ZIM,ZIM,12,1,4,99,99,99,1,1,1,1,1,9,9,1,1,9,9,9,4,4,4,1,1,4,1,55,2,22,2,0,1,5,5,0,0,0,0,0,0,2,2,80,0,0,2,2,2,2,2,2,2,2,4,9,4,9,4,4,4,4,4,4,2,5,0,1,9,9,9,1,4,5,5,5,1,4,4,2,1,99,1,1,1,1,5,4,4,4,4,4,5,9,3,997,1,4,99,9,9,9,9,9,1,9,4,2,2,9,9,9,2,1,99,9,29,3,1,99,99,99,99,2,1,4,99,9,9,9,4,0,0,0,9,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,Avondale,Avondale,Harare,#NULL!,2782,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM2100,2100,923ZIM,ZIM,12,2,1,99,99,99,1,1,1,1,1,0,1,4,4,1,1,1,1,4,4,4,1,4,1,46,2,42,3,0,1,5,5,5,0,0,0,0,0,0,1,1,1,0,1,1,1,1,1,1,1,3,1,1,1,4,4,4,4,4,4,4,2,1,2,3,5,9,1,1,5,5,5,5,5,5,4,1,1,99,1,1,1,5,1,4,4,4,4,2,5,3,3,997,1,4,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,9,9,2,2,1,1,1,1,1,0,3,3,3,3,3,3,2,0,1,4,1,1,1,.73587143,.73587143,1,18,14,23,Urban,,Harare,Avondale,Avondale,Harare,#NULL!,2782,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM2101,2101,924ZIM,ZIM,12,2,1,99,99,99,2,2,2,2,2,1,2,3,3,1,1,1,1,4,4,1,1,4,1,55,1,23,2,0,1,5,5,5,0,0,0,0,0,2,1,6,0,0,1,1,1,1,1,1,1,2,4,1,1,4,4,4,4,4,4,4,2,1,2,5,9,9,1,1,5,5,5,5,5,5,4,1,1,99,1,1,1,1,1,4,4,4,4,9,5,1,3,997,1,4,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,19,9,4,4,0,0,0,1,2,1,2,2,4,4,4,4,4,0,0,3,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,Greendale,Greendale,Harare,#NULL!,2797,890298,3,Harare District,-17.812799,31.06864,ADM2,6295630|6255146|ZW|10|890298,Earth|Africa|Zimbabwe|Harare|Harare District,1,1;
ZIM2102,2102,925ZIM,ZIM,12,2,1,99,99,99,1,1,1,1,1,0,1,4,4,1,1,1,1,4,4,4,1,4,1,14,1,38,3,0,1,5,5,5,0,0,0,0,0,2,1,1,4,0,1,1,1,1,1,1,1,3,1,1,1,4,4,4,4,4,4,4,2,1,2,3,5,9,1,1,5,5,5,5,5,5,4,1,1,99,1,1,1,5,1,4,4,4,4,2,5,1,3,997,1,4,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,9,19,2,2,1,1,1,1,1,0,3,3,3,3,3,3,2,0,0,4,1,1,1,.73587143,.73587143,1,18,14,23,Urban,,Harare,Mabelreign,Mabelreign,Harare,#NULL!,2802,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM2103,2103,926ZIM,ZIM,12,4,2,99,99,99,1,1,1,1,5,2,2,4,1,1,1,1,1,4,1,4,1,1,3,60,1,19,2,1,1,4,5,4,0,1,0,0,0,2,2,4,0,0,2,4,3,2,1,1,1,4,4,1,4,4,4,1,4,1,4,4,2,4,0,1,9,9,9,9,5,5,5,5,5,5,1,2,1,99,4,2,2,2,3,1,5,5,5,9,5,4,3,997,4,1,99,2,1,3,1,3,3,1,3,3,3,4,1,1,3,2,99,19,16,5,1,1,0,0,0,2,1,2,0,4,4,0,0,0,0,0,4,1,1,1,.73587143,.73587143,1,9,0,16,Urban,,Midlands,Senga,Senga,Gweru,#NULL!,3170,890422,1,Gweru,-19.450001,29.816669,PPLA,6295630|6255146|ZW|02|890422,Earth|Africa|Zimbabwe|Midlands Province|Gweru,2,1;
ZIM2104,2104,927ZIM,ZIM,12,1,1,99,99,99,1,3,1,1,4,2,1,4,1,0,0,0,2,3,1,9,1,4,1,50,2,20,2,1,1,4,5,1,1,0,1,0,1,0,2,5,0,0,1,1,2,2,1,1,1,2,4,1,3,4,1,1,1,4,4,1,2,4,0,2,1,1,1,1,4,4,4,4,2,2,2,2,1,99,1,1,1,1,3,4,4,4,2,1,5,3,1,69,2,2,99,1,1,1,1,1,1,9,9,2,2,1,1,1,3,2,99,9,13,4,2,1,0,0,0,1,2,1,0,0,0,0,0,0,0,0,4,1,1,1,.73587143,.73587143,1,18,27,16,Urban,,Midlands,Senga,Senga,Gweru,#NULL!,3170,890422,1,Gweru,-19.450001,29.816669,PPLA,6295630|6255146|ZW|02|890422,Earth|Africa|Zimbabwe|Midlands Province|Gweru,2,1;
ZIM2105,2105,928ZIM,ZIM,12,6,1,99,99,99,1,2,1,1,5,0,2,4,2,1,1,1,1,4,4,4,1,4,1,46,1,32,2,0,1,5,5,5,0,0,1,1,1,0,1,1,2,1,1,1,1,1,1,1,1,3,1,2,1,4,4,4,4,4,4,4,2,1,2,4,1,1,1,1,4,4,3,2,1,4,2,2,1,99,2,2,2,2,1,4,4,5,4,1,5,2,3,997,2,2,99,2,3,1,1,3,4,4,2,2,3,2,2,2,3,1,99,9,9,1,1,1,0,0,1,1,0,3,0,4,1,0,4,4,0,1,4,1,1,1,.73587143,.73587143,1,18,14,16,Urban,,Midlands,Senga,Senga,Gweru,#NULL!,3170,890422,1,Gweru,-19.450001,29.816669,PPLA,6295630|6255146|ZW|02|890422,Earth|Africa|Zimbabwe|Midlands Province|Gweru,2,1;
ZIM2106,2106,929ZIM,ZIM,12,6,1,99,99,99,1,1,1,1,1,0,1,1,1,1,1,1,5,99,5,9,1,4,1,12,1,49,1,1,1,5,0,0,0,0,0,0,1,1,1,4,0,0,3,1,1,1,1,1,1,3,4,4,1,4,1,1,1,1,1,1,2,4,0,1,98,1,1,1,1,5,1,1,1,1,1,1,1,99,2,1,1,1,1,1,3,1,1,1,5,1,1,64,1,1,99,1,1,1,1,1,1,1,1,1,2,2,1,1,3,1,99,9,17,2,2,1,1,0,0,2,1,3,0,4,4,4,4,2,0,0,4,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,Mabelreign,Mabelreign,Harare,#NULL!,2802,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM2107,2107,930ZIM,ZIM,12,4,1,99,99,99,1,3,2,1,1,0,0,4,1,1,1,1,4,4,4,4,1,4,1,12,2,38,3,0,1,4,5,5,0,0,0,0,0,1,1,4,0,0,1,1,2,2,2,2,2,2,4,4,1,4,4,4,4,1,4,4,2,2,1,1,98,9,1,1,5,5,5,5,5,5,1,1,1,99,1,1,1,2,3,1,1,1,1,1,5,3,99,64,1,1,99,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,99,19,9,1,1,1,1,1,1,2,1,3,1,0,0,0,0,0,0,0,4,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,Greendale,Greendale,Harare,#NULL!,2797,890298,3,Harare District,-17.812799,31.06864,ADM2,6295630|6255146|ZW|10|890298,Earth|Africa|Zimbabwe|Harare|Harare District,1,1;
ZIM2108,2108,931ZIM,ZIM,12,6,1,99,99,99,1,4,1,1,4,0,1,4,1,1,1,1,1,4,3,4,1,4,1,12,2,40,3,1,1,5,5,5,0,0,0,0,0,0,1,0,0,0,1,1,2,2,2,2,2,2,4,2,1,2,4,4,4,4,4,4,2,3,0,2,9,9,1,1,5,4,5,5,4,4,4,1,1,99,2,2,1,1,3,4,4,5,5,9,4,3,3,997,3,5,99,4,3,2,5,3,4,4,4,4,3,3,3,9,2,2,99,19,29,2,1,0,0,0,0,2,1,2,0,4,4,4,4,0,0,0,4,1,1,1,.73587143,.73587143,1,18,0,16,Urban,,Midlands,Mbizo,Mbizo,Kwekwe,#NULL!,3169,888710,1,Kwekwe,-18.928089,29.814859,PPL,6295630|6255146|ZW|02|888710,Earth|Africa|Zimbabwe|Midlands Province|Kwekwe,2,1;
ZIM2109,2109,932ZIM,ZIM,12,4,1,99,99,99,2,2,1,1,2,0,2,3,4,1,1,1,1,4,4,4,1,4,2,12,1,38,3,0,1,5,5,5,0,0,1,0,0,2,1,11,0,0,1,1,1,1,2,2,1,4,1,1,1,4,4,4,4,4,4,4,2,1,2,4,9,9,1,1,5,5,5,5,2,3,5,2,2,99,1,1,3,1,1,3,3,4,4,1,5,3,3,997,2,4,99,3,2,3,5,2,3,4,3,3,3,2,2,2,2,3,99,19,9,3,3,1,1,1,1,1,0,1,0,2,0,0,3,0,0,1,4,1,1,1,.73587143,.73587143,1,9,14,14,Urban,,Bulawayo,Pumula North,Pumula,Bulawayo,#NULL!,2781,894701,1,Bulawayo,-20.15,28.58333,PPLA,6295630|6255146|ZW|09|894701,Earth|Africa|Zimbabwe|Bulawayo|Bulawayo,2,1;
ZIM2110,2110,933ZIM,ZIM,12,4,1,99,99,99,1,1,1,1,4,0,2,4,1,1,1,1,1,4,4,4,1,4,1,44,2,63,2,1,99,5,5,5,0,0,1,1,1,1,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,4,1,4,2,1,1,1,2,99,1,1,1,9,1,1,5,5,5,5,5,5,4,2,1,99,1,1,1,3,3,4,4,4,4,2,5,9,1,62,2,4,99,1,2,2,1,1,2,4,3,1,1,1,2,3,1,3,99,9,17,1,1,1,1,1,0,1,2,3,0,4,2,0,4,4,0,0,4,1,1,1,.73587143,.73587143,1,18,27,16,Urban,,Midlands,Mkoba,Mkoba,Gweru,#NULL!,3170,890422,1,Gweru,-19.450001,29.816669,PPLA,6295630|6255146|ZW|02|890422,Earth|Africa|Zimbabwe|Midlands Province|Gweru,2,1;
ZIM2111,2111,934ZIM,ZIM,12,2,2,99,99,99,1,1,1,1,5,2,2,1,2,1,1,1,1,4,4,1,1,4,1,60,1,19,2,0,99,5,5,5,0,1,0,1,2,0,1,1,0,0,1,1,1,1,1,1,1,4,1,1,4,4,3,1,3,4,4,4,2,2,2,2,9,9,1,1,5,5,5,5,2,5,2,2,1,99,1,1,1,1,1,4,4,4,2,9,5,4,3,997,3,2,99,2,3,2,3,1,3,3,3,1,1,2,2,3,1,1,99,9,20,4,1,1,0,0,0,2,1,2,0,4,2,0,4,2,0,0,6,1,1,1,.73587143,.73587143,1,18,0,22,Urban,,Masvingo,Mkoba,Mkoba,Gweri,#NULL!,3033,886761,4,Masvingo Province,-20.6,31.4,ADM1,6295630|6255146|ZW|08,Earth|Africa|Zimbabwe|Masvingo Province,1,1;
ZIM2112,2112,935ZIM,ZIM,12,1,1,99,99,99,1,4,1,1,5,2,4,4,1,1,1,1,2,3,5,9,1,4,2,56,1,33,2,0,99,5,5,4,1,1,1,1,1,3,1,1,0,0,1,1,1,1,1,1,1,1,2,1,2,5,4,1,1,4,4,4,2,2,1,2,9,9,1,1,4,4,4,4,2,2,1,1,1,99,2,2,3,3,4,1,4,4,4,2,5,3,3,997,1,1,99,1,2,2,1,2,2,2,2,1,1,2,3,1,3,1,99,9,29,1,3,0,0,0,0,1,2,3,0,1,2,4,4,1,0,0,4,1,1,1,.73587143,.73587143,1,18,27,23,Urban,,Harare,Budiriro,Budiriro,Harare,#NULL!,2784,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM2113,2113,936ZIM,ZIM,12,1,1,99,99,99,1,1,1,1,5,0,0,4,4,1,1,1,1,4,4,99,1,4,1,50,1,29,2,1,1,5,4,4,1,1,1,1,2,3,1,0,10,0,1,1,1,1,1,1,1,3,1,1,1,4,1,1,2,1,1,1,2,2,2,3,98,9,1,1,5,5,5,5,5,5,4,1,1,99,1,1,1,1,3,4,4,4,4,1,5,9,1,62,3,4,99,1,1,2,1,1,2,3,2,1,1,1,1,2,2,2,99,9,16,2,1,1,1,1,0,2,1,1,0,2,4,0,0,2,0,0,4,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,Budiriro,Budiriro,Harare,#NULL!,2784,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM2114,2114,937ZIM,ZIM,12,5,1,99,99,99,1,4,1,1,5,0,0,4,1,1,1,1,1,4,4,4,1,4,2,15,1,27,3,1,1,5,5,5,0,0,0,0,0,0,1,4,0,0,1,1,1,1,2,2,2,2,1,1,1,4,4,1,1,4,4,4,2,2,1,3,9,9,1,1,4,4,5,5,4,5,1,1,1,99,1,1,1,4,2,2,4,4,4,1,5,1,1,69,1,1,99,1,1,1,1,1,1,9,9,9,2,1,1,9,1,1,99,16,10,1,3,0,0,0,0,1,8,1,0,2,2,0,1,3,0,0,4,1,1,1,.73587143,.73587143,1,9,998,23,Urban,,Harare,Avondale,Avondale,Harare,#NULL!,2782,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM2115,2115,938ZIM,ZIM,12,6,1,99,99,99,1,1,1,1,5,0,1,4,2,1,1,1,1,2,3,2,1,4,2,44,1,31,2,0,1,5,5,5,1,2,1,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,2,99,4,4,1,1,4,4,2,1,2,4,9,9,1,1,5,5,4,4,2,1,2,2,1,99,1,2,1,3,1,4,5,4,4,2,5,3,3,997,2,2,99,3,3,2,1,2,3,4,2,2,2,2,2,9,3,1,99,9,16,2,1,1,0,0,0,2,1,2,0,4,0,0,4,0,0,0,4,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,Mabelreign,Mabelreign,Harare,#NULL!,2802,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM2116,2116,939ZIM,ZIM,12,5,1,99,99,99,1,2,1,1,5,0,2,4,1,1,1,1,2,4,4,4,1,4,1,12,2,32,2,0,99,5,5,5,0,1,1,0,2,2,1,1,1,0,1,1,1,1,1,1,1,1,1,4,2,1,4,4,4,1,4,4,2,2,1,3,1,1,1,1,4,4,4,4,2,1,2,1,1,99,2,2,2,1,3,4,4,4,4,2,5,3,3,997,3,2,99,3,2,2,1,3,4,4,3,2,4,3,2,3,4,1,99,9,16,2,1,1,0,0,1,1,2,3,0,4,4,4,0,4,0,0,4,1,1,1,.73587143,.73587143,1,18,27,23,Urban,,Harare,Zengeza,Zengeza,Chitungwiza,#NULL!,2811,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM2117,2117,940ZIM,ZIM,12,6,1,99,99,99,2,4,1,1,5,0,1,1,1,1,1,1,1,4,4,4,1,4,2,12,2,21,2,0,1,5,5,4,1,1,0,0,1,0,1,1,1,7,1,1,1,1,1,1,1,1,2,1,1,4,4,4,4,4,4,4,2,3,1,2,1,1,1,1,4,4,4,2,2,4,1,1,1,99,1,2,9,2,1,2,4,4,4,9,5,2,3,997,1,1,99,1,2,2,2,2,2,2,9,9,2,2,3,1,3,1,99,16,34,1,3,1,0,0,0,2,1,2,0,9,0,0,4,4,0,0,4,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,Zengeza,Zengeza,Chitungwiza,#NULL!,2811,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM2118,2118,941ZIM,ZIM,12,4,1,99,99,99,1,3,1,1,5,1,4,3,1,1,1,1,2,2,4,4,1,4,1,50,1,27,2,1,1,5,5,5,1,1,1,0,1,3,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,3,4,4,4,4,4,4,2,2,1,3,1,9,1,1,4,4,5,5,5,5,1,1,1,99,1,2,2,3,3,3,3,4,4,3,5,5,3,997,2,2,99,3,2,1,1,3,4,4,4,3,4,3,2,3,3,1,99,16,34,2,1,1,1,0,0,1,2,3,0,4,1,4,4,1,0,0,4,1,1,1,.73587143,.73587143,1,18,27,23,Urban,,Harare,Zengeza,Zengeza,Chitungwiza,#NULL!,2811,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM2119,2119,942ZIM,ZIM,12,6,1,99,99,99,1,1,1,1,5,0,0,3,4,1,1,1,1,4,4,4,1,4,1,41,2,34,3,0,1,5,5,5,0,0,0,1,0,3,1,1,0,0,1,1,1,1,1,1,1,1,1,1,1,4,4,3,4,1,4,4,2,1,1,4,9,9,1,1,4,4,4,4,2,1,1,2,1,99,1,1,1,3,2,3,4,3,2,1,5,2,1,63,2,1,99,1,1,1,1,2,3,3,1,1,3,1,1,2,3,1,99,19,9,2,1,1,0,1,1,2,1,1,0,2,0,0,1,0,0,3,4,1,1,1,.73587143,.73587143,1,6,0,23,Urban,,Harare,Avondale,Avondale,Harare,#NULL!,2782,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM2120,2120,943ZIM,ZIM,12,6,1,99,99,99,2,2,1,1,4,0,2,3,2,1,1,1,1,4,4,4,1,4,1,45,1,33,2,0,1,5,5,5,0,0,1,1,0,2,1,11,0,0,1,1,1,1,1,1,1,2,1,1,1,4,4,4,4,4,4,4,2,2,1,4,9,9,1,1,4,4,4,4,3,2,1,1,1,99,1,1,1,3,2,4,4,4,4,1,5,2,3,997,1,2,99,2,3,1,2,2,3,4,2,2,3,2,3,3,3,1,99,9,19,4,1,1,0,0,1,1,0,3,0,1,2,4,4,1,0,0,4,1,1,1,.73587143,.73587143,1,9,22,14,Urban,,Bulawayo,Nkulumane,Nkulumnene,Bulawayo,#NULL!,2778,1106112,1,Nkulumane,-20.184999,28.516939,PPLX,6295630|6255146|ZW|09|894701|1106112,Earth|Africa|Zimbabwe|Bulawayo|Bulawayo|Nkulumane,2,1;
ZIM2121,2121,944ZIM,ZIM,12,5,1,99,99,99,2,4,1,2,4,0,0,2,2,1,1,1,3,2,4,4,1,4,1,50,2,27,2,1,1,5,4,4,1,0,1,1,2,1,1,0,0,0,2,1,2,2,1,1,1,1,3,4,3,1,4,1,1,1,1,4,2,3,0,2,9,9,9,1,4,4,2,2,1,4,2,1,1,99,1,2,2,3,1,4,4,4,4,1,5,1,1,65,1,2,99,2,3,2,2,2,3,3,3,9,3,2,3,3,1,2,99,9,19,4,1,1,0,0,0,2,1,3,0,4,0,0,4,4,0,0,4,1,1,1,.73587143,.73587143,1,9,0,14,Urban,,Bulawayo,Nkulumane,Nkulumnene,Bulawayo,#NULL!,2778,1106112,1,Nkulumane,-20.184999,28.516939,PPLX,6295630|6255146|ZW|09|894701|1106112,Earth|Africa|Zimbabwe|Bulawayo|Bulawayo|Nkulumane,2,1;
ZIM2122,2122,945ZIM,ZIM,12,5,1,99,99,99,6,4,1,1,4,9,4,1,1,0,0,0,4,2,4,4,0,97,97,55,2,64,0,1,1,99,99,99,2,1,2,1,2,2,4,0,0,0,3,3,3,3,1,1,1,1,4,4,4,1,1,1,1,1,1,1,2,4,0,1,9,9,9,9,2,5,99,99,99,2,2,1,1,99,1,1,2,3,1,4,4,4,4,9,5,2,3,997,3,3,99,3,3,2,5,3,4,4,9,9,4,3,3,3,1,3,99,31,9,9,1,1,1,0,0,2,1,2,0,4,0,0,0,0,0,0,4,1,1,1,.73587143,.73587143,1,18,0,16,Urban,,Midlands,Mkoba,Mkoba,Gweru,#NULL!,3170,890422,1,Gweru,-19.450001,29.816669,PPLA,6295630|6255146|ZW|02|890422,Earth|Africa|Zimbabwe|Midlands Province|Gweru,2,1;
ZIM2123,2123,946ZIM,ZIM,12,6,1,99,99,99,1,1,1,1,5,1,2,4,2,1,1,1,1,4,4,4,1,4,1,12,1,28,2,0,1,5,5,5,1,1,1,1,1,1,2,4,0,0,1,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,2,2,2,2,1,1,1,1,5,5,2,2,2,2,2,1,1,99,1,1,2,1,2,4,4,3,1,1,5,3,1,62,1,2,99,2,2,2,2,1,2,3,2,1,1,2,1,2,3,1,99,16,9,1,1,1,1,1,0,2,1,1,0,1,4,0,4,2,0,0,4,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,Zengeza,Zengeza,Chitungwiza,#NULL!,2811,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM2124,2124,947ZIM,ZIM,12,1,1,99,99,99,1,1,1,5,1,0,0,4,4,1,1,1,1,4,4,4,1,4,1,50,1,28,2,1,1,5,4,4,1,1,1,1,2,3,1,25,0,0,1,1,1,1,1,1,1,3,1,1,1,4,1,1,2,1,1,1,2,2,2,3,1,1,1,1,5,5,5,5,5,5,4,1,1,99,1,1,1,1,3,4,4,3,4,1,5,9,1,62,3,4,99,1,1,2,1,1,2,3,2,1,1,1,1,2,2,2,99,9,17,1,1,1,1,1,0,2,1,1,0,2,4,0,0,2,0,0,4,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,Zengeza,Zengeza,Chitungwiza,#NULL!,2811,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM2125,2125,948ZIM,ZIM,12,6,1,99,99,99,1,1,1,1,5,0,1,3,1,1,1,1,1,3,4,4,1,4,1,61,2,33,2,0,1,5,5,5,1,1,0,1,1,1,2,4,0,0,3,1,1,1,1,1,1,3,1,2,1,4,4,4,4,4,4,4,2,1,2,1,1,1,1,1,5,5,2,2,2,2,2,1,1,99,1,1,1,1,3,2,4,4,4,1,5,3,3,997,1,2,99,1,2,2,1,1,2,2,2,1,1,2,1,1,3,1,99,9,31,2,1,1,0,1,0,2,1,1,0,2,0,0,4,4,0,2,4,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,Zengeza,Zengeza,Chitungwiza,#NULL!,2811,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM2126,2126,949ZIM,ZIM,12,4,1,99,99,99,1,1,1,1,5,0,1,4,2,1,99,1,1,4,4,4,1,4,1,52,1,66,3,0,1,5,5,5,0,0,0,1,0,1,2,1,1,10,4,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,2,1,1,2,9,9,9,1,5,5,5,5,5,5,2,1,1,99,1,1,1,1,5,3,3,3,3,1,5,3,1,62,1,2,99,1,1,1,1,1,1,3,1,1,1,1,1,3,1,1,99,9,9,1,1,1,1,1,0,2,1,2,3,0,0,3,0,4,2,2,4,1,1,1,.73587143,.73587143,2,6,0,23,Urban,,Harare,Avondale,Avondale,Harare,#NULL!,2782,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM2127,2127,950ZIM,ZIM,12,2,1,99,99,99,1,1,1,1,5,0,1,4,1,1,1,1,4,4,4,4,1,4,1,12,1,25,2,1,1,5,5,5,0,1,1,1,1,1,1,7,6,0,3,1,1,1,1,1,1,1,1,1,1,4,4,4,4,4,4,4,2,2,1,1,9,9,1,1,5,5,5,5,5,5,2,1,1,99,1,1,1,1,2,4,4,4,4,1,5,2,1,65,1,2,99,1,1,1,1,1,2,3,2,1,1,1,1,1,1,1,99,19,9,1,1,1,0,0,0,2,1,1,0,4,4,0,4,2,0,0,4,1,1,1,.73587143,.73587143,1,18,0,23,Urban,,Harare,Malbereign,Malbereign,Harare,#NULL!,2802,890299,1,Harare,-17.827721,31.05337,PPLC,6295630|6255146|ZW|10|890299,Earth|Africa|Zimbabwe|Harare|Harare,2,1;
ZIM2128,2128,951ZIM,ZIM,12,98,1,99,99,99,1,1,1,1,5,2,99,4,2,0,0,0,1,4,4,5,1,4,1,99,1,23,99,0,1,5,5,4,0,1,0,0,1,3,2,80,0,0,2,3,2,2,2,2,2,2,1,2,4,4,3,3,8,1,3,1,2,3,0,4,9,9,9,9,5,5,99,99,99,99,99,3,1,99,1,2,9,4,99,4,99,4,3,9,5,99,1,18,3,4,99,3,3,2,5,1,2,1,4,1,1,9,4,4,9,4,99,19,20,4,1,1,1,0,0,2,1,4,0,2,0,0,0,4,0,0,4,1,1,1,.73587143,.73587143,1,9,0,14,Urban,,Bulawayo,Nkulumane,Nkulumnene,Bulawayo,#NULL!,2778,1106112,1,Nkulumane,-20.184999,28.516939,PPLX,6295630|6255146|ZW|09|894701|1106112,Earth|Africa|Zimbabwe|Bulawayo|Bulawayo|Nkulumane,2,1;
